Santaco	Santaco
met	Met
oorgang	oorgang
boete	boetes
aanhangig	aanhangig
omdat	Omdat
verwant	verwant
wiel	wiel
herbevestig	herbevestig
VOO-kollege	VOO-kollege
attesteer	attesteer
assesseer	geassesseer
buitengewoon	Buitengewoon
kommissaris	kommissaris
glad	gladde
moniteer	gemoniteer
likwideer	likwideer
regs	regs
hiervolgens	hiervolgens
toeken	toeken
beskermingsbevel	beskermingsbevel
bevorder	bevorder
stukrag	stukrag
dokument	dokumente
aanpas	aanpas
kragonderbreking	kragonderbreking
kommerwekkend	kommerwekkend
stap	stappe
for	for
groepering	Groepering
regeringstruktuur	regeringstrukture
openbaresektor-bestuurder	openbaresektor-bestuurders
terselfdertyd	terselfdertyd
toespraak	toespraak
hoërhof	Hoërhof
geldig	geldig
vel	velle
kortstondig	kortstondig
definieer	gedefinieer
huisvesting	huisvesting
gegradueerde	gegradueerdes
bereik	bereik
opleidingskollege	opleidingskollege
kinderontwikkeling	kinderontwikkeling
operasie	Operasies
konsolidasie	konsolidasie
huid	huid
eksekusiebevel	eksekusiebevel
verskaffing	verskaffing
permitvoorwaarde	permitvoorwaardes
saklimiet	saklimiet
Afrika-unie	Afrika-unie
onvermydelik	onvermydelik
verhoging	verhoging
ophef	opgehef
program	program
ontwikkelingsprogram	ontwikkelingsprogram
belanghebbende	belanghebbende
frase	frase
visvangsreg	visvangsregte
Jann	Jann
dele	dele
huishuur	huishuur
polisiestasie	polisiestasie
stigter	stigter
indiensstelling	indiensstelling
transitorooftog	transitorooftog
onderdeel	onderdeel
globaal	globale
skriftelik	Skriftelike
wild	wild
vryheidsmanifes	vryheidsmanifes
onaanvaarbaar	onaanvaarbaar
ambassade	ambassade
modereer	modereer
maatskappy	Maatskappy
staatskoerant	Staatskoerant
loof	loof
bietjie	Bietjie
opsomming	opsomming
pleknaam	plekname
meegaan	meegaan
Haags	Haags
betaalbaar	betaalbaar
haarself	haarself
inligting	inligting
metode	metode
verg	verg
vyf	vyf
kode	kodes
werk	werk
rekeningbesonderhede	rekeningbesonderhede
assessor	assessors
politiek	politiek
USA	USA
bandwydte	bandwydte
gepaardgaan	gepaardgaan
uiteenloop	uiteenloop
medeburger	medeburger
inskrywing	inskrywing
onderteken	onderteken
hooi	hooi
ampsbekleër	ampsbekleër
behalwe	behalwe
aanvaar	aanvaar
span	span
presteer	presteer
nee	Nee
jeugdiensprogram	jeugdiensprogram
huis-	huis-
begryp	Begryp
agentskap	agentskap
linkerkantste	linkerkantste
gebore	gebore
3%	3%
oordraagbaar	oordraagbaar
verslagboek	Verslagboek
esteties	esteties
kragonderbreking	kragonderbrekings
Olab-kaart	Olab-kaarte
beskou	beskou
verpleegster	verpleegsters
nie-Suid-Afrikaans	nie-Suid-Afrikaans
visvangsreg	visvangsreg
lê	Lê
doeltreffend	doeltreffend
premier	premier
leefstylsiekte	leefstylsiektes
strategie	strategieë
slegs	Slegs
12	12
omvat	omvattende
jeug	jeug
besetter	besetter
AU-beraad	AU-beraad
vandag	vandag
persoon	Persoon
luister	luister
mondeling	mondeling
rapportering	rapportering
taalleer	taalleer
troeteldier	troeteldier
internasionaal	internasionaal
gewas	gewasse
regeringsdiens	regeringsdiens
subjektief	subjektief
aktief	aktief
reëling	reëling
rondom	rondom
begrotingsrede	Begrotingsrede
westelik	westelik
hoofdoel	hoofdoel
vraag	vrae
metaal	metale
gematig	gematig
versuim	versuim
wegdoen	weggedoen
eienaarskap	eienaarskap
onderbreking	onderbrekings
begin	begin
betrek	betrek
huistaal-assesseringstandaard	huistaal-assesseringstandaard
mineraal	mineraal
adviesraad	adviesraad
dalk	dalk
sal	sal
skoolgeld	skoolgeld
skakel	geskakel
kommunikeer	Kommunikeer
genoegsaam	genoegsaam
51	51
taalaspek	taalaspek
wesenlik	wesenlike
bevel	bevel
etiket	etiket
berader	berader
ekwivalent	ekwivalent
toerusting	toerusting
grondwetlik	Grondwetlike
prosessueel	prosessuele
ander	ander
vennootskap	Vennootskap
perk	perke
belofte	beloftes
-aktiwiteit	-aktiwiteit
betalingsadviesgedeelte	betalingsadviesgedeelte
belanghebbend	belanghebbend
watervoorsiening	watervoorsiening
landboumiddel	landboumiddel
klasgroep	klasgroep
waterhervorming	waterhervorming
spel	Spele
instandhoudingskapasiteit	instandhoudingskapasiteit
vang	vang
laboratorium	laboratoriums
opvoedkundig	opvoedkundig
volgens	volgens
kommersieel	kommersiële
betuig	betuig
patriot	patriot
beskerming	beskerming
gebeur	gebeur
noodtoestand	noodtoestand
dié	dié
6-assesseringstandaard	6-assesseringstandaard
jonk	jong
binnekort	binnekort
belastingaanslag	belastingaanslag
hiermee	hiermee
SETA	SETAs
toegang	Toegang
skoolassesseringsplan	skoolassesseringsplan
Telkom	Telkom
bewustheid	bewustheid
hieroor	hieroor
voldoen	voldoen
lewe	lewe
evalueer	evalueer
plant	plant
armoedebekampingstrategie	armoedebekampingstrategie
Department	Department
emosioneel	emosioneel
nasie	nasies
magtigingsbrief	Magtigingsbrief
klik	klik
area	area
deurblaai-venster	deurblaai-venster
waarteen	waarteen
plaasvind	plaasgevind
feesviering	feesviering
holisties	holistiese
daardeur	daardeur
80%	80%
program	Programme
aanmerking	aanmerking
rapport	rapporte
bewus	bewus
nywerheid	nywerhede
menigte	menigte
dokumentasiediens	dokumentasiediens
kos	kos
merk	gemerk
betree	betree
atleet	atleet
verwag	verwag
leerderprestasie	leerderprestasie
hospitaalbehandeling	hospitaalbehandeling
passasiersvervoer	passasiersvervoer
plek	plek
grondeienaar	grondeienaars
skool	skole
einddatum	einddatum
in	in
landdros	landdros
aansoek	aansoeke
enig	enig
hamer	hamer
skoolloopbaan	skoolloopbaan
kabinet	kabinet
aandeelhouer	aandeelhouer
insleutel	ingesleutel
eers	eers
voortduur	voortdurend
reg	reg
misdaadsyfer	misdaadsyfer
agtien	agtien
kommunikatief	kommunikatief
grondslagfase	Grondslagfase
keer	keer
etnies	etnies
streekskantoor	streekskantoor
assesseringsraamwerk	assesseringsraamwerk
staar	staar
aanvraag	aanvraag
staatskoerant	staatskoerant
skerpioen	Skerpioene
vasheg	vasheg
beplanningsinstrument	beplanningsinstrumente
doodsertifikaat	doodsertifikate
SIBW	SIBW
plattelands	plattelands
bes	bes
tekstiel	tekstiel
weerstaan	weerstaan
tempo	tempo
visueel	visueel
lewenslank	lewenslange
daarstel	daarstel
oplos	opgelos
dryf	dryf
Target	Target
oop	oop
natuurwetenskaplike	Natuurwetenskaplikes
billik	billike
akkrediteer	akkrediteer
vyfjaar-	vyfjaar-
neem	Neem
maan	maan
afhanklikheid	afhanklikheid
geldafleweringsvoertuig	geldafleweringsvoertuie
vertaal	vertaal
wiskunde	wiskunde
leerder	leerders
verhaas	verhaas
LRAD-toekenning	LRAD-toekennings
kliënttipe	Kliënttipes
klag	Klagte
raadgewer	raadgewer
regeringsdepartement	regeringsdepartemente
tien	tien
mynberaad	mynberaad
storm	storms
21-vrystelling	21-vrystelling
Helen	Helen
rente	rente
wetenskap	wetenskap
daarvoor	daarvoor
bedreig	bedreig
belastingverpligting	belastingverpligtings
1961	1961
Maritime	Maritime
skoling	skoling
kwitansie	kwitansie
professie	professie
swakheid	swakheid
entiteit	entiteit
gevaar	gevare
sektoraal	sektorale
John	John
intelligensieagentskap	intelligensieagentskap
nomineer	genomineerde
passasiersvervoerstrategie	passasiersvervoerstrategie
grond	grond
korting-blok	Korting-blokkie
krimineel	kriminele
hoof	Hoof
oplossing	oplossing
opleidingsprogram	opleidingsprogram
beskikbaar	beskikbare
manier	manier
deel	deeltjie
tref	tref
behuisingseenheid	behuisingseenhede
deur	deur
korrespondensie	korrespondensie
dringendheid	dringendheid
teenwoordig	teenwoordig
chemikalie	chemikalie
tel	tel
aarde	aarde
jeug	Jeug
uitsettingsbevel	uitsettingsbevel
navorser	navorsers
aanslag	aanslag
onvermydelik	onvermydelike
simbool	simbool
aanwys	aanwys
rakend	rakende
Customary	Customary
kommissie	kommissie
veevoedsel	Veevoedsel
onderwerparea	onderwerparea
is	is
twee	twee
LRAD	LRAD
matriekleerling	matriekleerling
navorser	navorser
huis	huise
golf	Golf
30-dag	30-dag
realisties	realistiese
wetenskaplik	wetenskaplike
tabel	Tabel
persoon	persone
1997	1997
krities	Kritiese
behuisingseenheid	behuisingseenheid
entrepreneursgeleentheid	entrepreneursgeleenthede
frekwensie	frekwensie
verwyt	verwyt
geweldig	geweldig
Classification	Classification
roep	roep
veral	veral
geletterdheid	geletterdhede
liggaamlik	liggaamlik
krities	kritiese
perspektief	perspektief
mobiliteit	mobiliteit
onstuimigheid	onstuimigheid
toonbank	toonbank
bewys	bewys
konsulêr	konsulêr
aanleiding	aanleiding
verwaarloos	verwaarloos
grondwetlik	grondwetlik
kommunikasietegnologie	kommunikasietegnologie
SIBW-	SIBW-
administreer	geadministreer
onredelik	onredelike
verbod	verbod
arme	arme
belastingbetaler	Belastingbetalers
verband	verband
kortinggebruiker	kortinggebruiker
vasstel	vasstel
saadtoetsvereniging	Saadtoetsvereniging
visvangsaktiwiteit	visvangsaktiwiteite
*	*
polisiebeampte	polisiebeampte
aanstaande	Aanstaande
energiesaak	energiesake
tjek	Tjeks
registrasiefooi	registrasiefooi
beveg	beveg
eerder	eerder
loop	loop
gestorwene	gestorwene
nie	nie
regeringsdepartement	regeringsdepartement
môre	Môre
hiërargies	hiërargies
elektrisiteitsbesparingsmaatreël	elektrisiteitsbesparingsmaatreëls
minister	Minister
inhibeer	inhiberende
groep	groepe
besorgd	besorgd
handtekening	handtekening
hofsaak	hofsake
president	president
direk	direkte
oorskakel	oorgeskakel
nakom	nakom
taakspan	Taakspanne
voortgaan	voortgegaan
reusagtig	reusagtig
skep	skep
stem	stem
loop	lopende
paar	paar
Xuma	Xuma
einde	einde
veldwerker	veldwerkers
registreer	registreer
-besigheid	-besighede
suiwelproduk	suiwelproduk
stap	stap
belê	belê
Joe	Joe
bestuur	Bestuur
inlewer	ingelewerde
voorsieningsketting	voorsieningsketting
besteding	besteding
1936	1936
portefeulje	portefeuljes
sleutelarea	sleutelarea
nut	nut
customary	customary
belangrik	Belangrike
kantoor	kantoor
lewensgebeurtenis	lewensgebeurtenis
benadering	benadering
onderhoud	onderhoud
term	terme
naam	Name
onlangs	onlangs
DA	DA
ondersteun	ondersteun
portuuroorsig	Portuuroorsig
aftree-	aftree-
reëling	reëlings
verdrag	verdrag
apostilsertifikaat	apostilsertifikaat
oomblik	oomblik
digitaal	digitale
spitsberaad	spitsberade
nieteenstaande	nieteenstaande
OC	OC
belegging	belegging
aanvra	aanvra
bied	bied
opleidingsprogram	opleidingsprogramme
Zimbabwe-onderhandeling	Zimbabwe-onderhandeling
bedank	bedank
handel	handel
wanneer	Wanneer
dui	dui
toelaat	toelaat
electronic@gcis.gov.za	electronic@gcis.gov.za
FNB	FNB
oorkoepelend	oorkoepelend
kontekstueel	kontekstueel
behandel	behandel
direkteur-generaal	Direkteur-generaal
organiseer	georganiseer
vrees	vrees
toestem	toestem
plan	Plan
aanwys	aangewys
akkrediteer	geakkrediteerde
hiervan	hiervan
onregverdig	onregverdige
OR	OR
proses	prosesse
besoldiging	besoldiging
uitstalling	uitstallings
grondsaak	grondsaak
verhoog	verhoog
seun	seun
prestasie	prestasies
verifieerbaar	verifieerbaar
maatskapliketoelae-stelsel	maatskapliketoelae-stelsel
62%	62%
verhaal	verhaal
Salga	Salga
tydsbeplanning	tydsbeplanning
vangsstatistiek-dokument	Vangsstatistiek-dokumente
biljoen	biljoen
mineraal	Minerale
bestuur	bestuur
moeilik	moeiliker
bevryding	bevryding
oorskot	oorskot
klagte	Klagtes
element	Element
hard	hard
noodsaaklikheid	noodsaaklikheid
erns	erns
4	4
dus	dus
staats-	staats-
stedelik	stedelike
grondlynassessering	Grondlynassessering
bestuursvlak	bestuursvlak
onverwag	onverwagte
dokument	Dokumente
kommunikasie-tegnologie	kommunikasie-tegnologie
verbruiker	verbruiker
uitdaag	uitdaag
belang	belang
meng	gemeng
huishoudelik	huishoudelike
begroting	Begroting
metro	metro
verander	verander
veiligheid	Veiligheid
opnuut	opnuut
gesamentlik	gesamentlik
tjek	tjek
beswaarmaker	beswaarmaker
berus	berus
oplossing	oplossings
besiel	besiel
staatstuig	staatstuig
uitvoerbesending	uitvoerbesending
riglyn	riglyne
sanitasie	sanitasie
enorm	enorme
verwerk	verwerk
versprei	versprei
bly	blywende
SAID-kantoor	SAID-kantoor
lelik	lelik
opleidingsowerheid	opleidingsowerhede
drievoud	drievoud
Patrice	Patrice
ongekaart	ongekaarte
verbeeldings-	verbeeldings-
baseer	gebaseer
aansoekdatum	aansoekdatum
maatskaplik	maatskaplik
vennoot	vennoot
uiteenloop	uiteenlopende
bydra	bydra
begryp	begryp
regering	regerings
77	77
vooruit	vooruit
40	40
teweeg	teweeg
loodsprogram	loodsprogram
al	alle
party	partye
vinnig	vinnig
arme	armes
kopie	kopie
dienste-inligting	dienste-inligting
heeltemal	heeltemal
belastingverpligting	belastingverpligting
dit	dit
inspireer	inspirerende
finaal	finaal
aan	aan
regering	regering
vooruitstrewend	vooruitstrewend
doen	Doen
regspraktisyn	regspraktisyn
tevrede	tevrede
voorkoming	Voorkoming
spitsberaad	Spitsberaad
Nelson	Nelson
vorder	gevorder
Robert	Robert
opbou	opbou
sekwestreer	gesekwestreer
amptenaar	amptenaar
beëdig	beëdigde
meesteropleier	meesteropleiers
Chicken	Chicken
verpligting	verpligtinge
instansie	instansies
Suider-Afrikaans	Suider-Afrikaanse
skep	geskep
perlemoenspesie	perlemoenspesie
getal	getalle
môre	môre
NEPAD-program	NEPAD-program
reis	reis
aanspreeklikheid	aanspreeklikheid
burgerlik	burgerlik
wêreldgemeenskap	wêreldgemeenskap
aanraai	aanraai
nuweling	nuwelinge
besigheidsproses	besigheidsprosesse
geloofwaardig	geloofwaardig
oorkoepelend	oorkoepelende
chemikalie	chemikalieë
saadtoetsstasie	Saadtoetsstasie
doeltreffend	doeltreffender
dien	Dien
vrywilliglik	vrywilliglik
grondslagfase	grondslagfase
bekend	bekend
prosesseer	geprosesseer
halfgeskoolde	halfgeskoolde
waterverhitting	waterverhitting
vingerafdruk	vingerafdrukke
belasbaar	belasbare
huwelikstatusbrief	huwelikstatusbrief
doeleinde	doeleinde
klagte	klagte
rapporteringsproses	rapporteringsproses
feit	feit
saadmonstersertifikaat	saadmonstersertifikaat
besigheid	Besigheid
leerarea	leerareas
seker	seker
weinig	weinig
luister	Luister
10%	10%
SAID-takkantoor	SAID-takkantoor
omgee	omgee
Midde-Ooste	Midde-Ooste
regeringsfeer	regeringsfeer
hooggeëerd	hooggeëerde
suksesvol	Suksesvolle
sentrum	Sentrum
leerprogram	Leerprogramme
2002	2002
inlewer	inlewer
bonus	bonus
taalbeleid	taalbeleid
openbaresektor-bestuurder	openbaresektor-bestuurder
Suzman	Suzman
verwoes	verwoes
bywerk	bywerk
Fried	Fried
noodsaak	noodsaak
witskrif	witskrif
terugfaks	teruggefaks
belofte	belofte
voorskryf	voorgeskrewe
bring	gebring
rugbywêreldbeker	rugbywêreldbeker
Batho	Batho
me	Me
want	want
toetsdoeleinde	toetsdoeleinde
saadlotnommer	Saadlotnommers
graad	graad
neem	neem
formatief	Formatiewe
ondersteuning	ondersteuning
navraag	navraag
wetlik	wetlike
vervolging	vervolging
moeilikheid	moeilikheid
progressief	progressief
versekeringskema	versekeringskemas
stipendium	stipendiums
intelligensieagentskap	intelligensieagentskappe
finansieel	finansiële
vervaardig	vervaardig
Democratic	Democratic
saamstel	saamgestel
inkomstediens	Inkomstediens
Addis	Addis
vanjaar	Vanjaar
oorbrug	oorbrug
wille	wille
opstel	opgestel
iets	iets
bladsy	bladsy
oefen	oefen
vanjaar	vanjaar
toerisme	Toerisme
wetenskaplik	wetenskaplik
-voorwaarde	-voorwaarde
waarmee	waarmee
Klipfontein-korridor	Klipfontein-korridor
kontak	kontak
antwoord	antwoord
vreemd	vreemde
vereis	vereis
veemiddel	veemiddel
late	late
onderbetaal	onderbetaalde
medies	medies
sesmaandeliks	sesmaandeliks
bestuursontwikkelingsinstituut	bestuursontwikkelingsinstituut
navigasiebalk	navigasiebalk
werkgroep	werkgroep
sit	sit
09	09
sistemies	sistemies
gebruik	gebruik
Afrika-agenda	Afrika-agenda
diepsee	diepsee
10de	10de
voortduur	voortdurende
evaluering	evaluering
Johannesburg	Johannesburg
voorspoedig	voorspoedige
tema	tema
gang	gang
eenheid	eenheid
veld	veld
Alexandra-busboikot	Alexandra-busboikot
vermoë	vermoëns
hoop	hoop
visvangs	visvangs
vervaardigingsland	vervaardigingsland
Eskom-bouprogram	Eskom-bouprogram
versendingsagent	versendingsagent
aanheg	aanheg
andere	andere
rekreasievisvangs	Rekreasievisvangs
onwettig	onwettig
energiedoeltreffend	energiedoeltreffend
Zimbabwe-onderhandeling	Zimbabwe-onderhandelings
sosio-ekonomies	sosio-ekonomiese
aanvul	aanvullende
aanspoor	aangespoor
belastingdrumpel	belastingdrumpel
aanklaer	aanklaer
vasbeslotenheid	vasbeslotenheid
eienaar	eienaar
konkreet	konkrete
kleinhandel	kleinhandel
tak	tak
landbou-ondersteuningsdiens	landbou-ondersteuningsdiens
Afrika-kontinent	Afrika-kontinent
vasstel	vasgestel
'n	'n
indiensneming	indiensneming
natuurwetenskaplik	Natuurwetenskaplike
wetlik	wetlik
daarstelling	daarstelling
grondhervorming	grondhervorming
kwartaalliks	kwartaallikse
enkel	enkel
VOO-stelsel	VOO-stelsel
hulpbron	hulpbron
sodanig	Sodanige
sertifiseer	sertifiseer
verder	verder
uitkomsgebaseerd	Uitkomsgebaseerde
menslik	menslik
motivering	motivering
amptelik	amptelik
.	.
besorg	besorg
erken	erken
in	In
15	15
betyds	betyds
interesseer	interesseer
kwarantynbeampte	kwarantynbeampte
staat	state
verslagdokument	verslagdokumente
oopgooi	oopgooi
aftrek	afgetrek
heers	heers
vyf-jaar	vyf-jaar
regeringsgebied	regeringsgebied
onderneem	onderneem
delegeer	gedelegeerde
ernstig	ernstige
verstewig	verstewig
klagte	klagtes
Bafana	Bafana
stigter	stigters
verstandig	verstandig
verbintenis	verbintenis
passasierstrein	passasierstreine
11	11
assesseringskode	assesseringskode
voltrek	voltrek
VIGS	VIGS
landbou-ontwikkeling	landbou-ontwikkeling
land	land
uitbreiding	uitbreiding
standaard	standaard
oorkombaar	oorkombaar
planttelersreg	planttelersreg
verwag	verwagte
berekening	berekeninge
organisatories	organisatories
weier	weier
aktiwiteit	aktiwiteite
saamstem	saamstem
taalaspek	taalaspekte
makro	makro-
artikulasie	artikulasie
strooi	strooi
vrywaringsverklaring	Vrywaringsverklaring
kontinentaal	kontinentale
veroorloof	veroorloof
stel	Stel
volle	volle
tegnies	tegnies
kat	kat
jeugdiens	Jeugdiens
ekstern	eksterne
kamer	kamers
klere	klere
90	90
graad	Graad
moontlikheid	moontlikheid
voormalig	voormalig
plaaslike-regering	Plaaslike-Regering
werksverlies	werksverliese
Persies	Persies
R100	R100
voorbeeld	voorbeeld
nie	Nie
vrymoedig	vrymoedig
gewig	gewig
TM1	TM1
nooit	nooit
perk	perk
president	President
visie	visie
IV-klag	IV-klag
getuie	getuies
elektrisiteitsverbruik	elektrisiteitsverbruik
funksioneel	funksioneel
delegeer	delegeer
skoolassesseringspan	skoolassesseringspanne
vrou	vroue
hierdie	Hierdie
onderlê	onderlê
bevredig	bevredigende
sien	Sien
buitelands	buitelandse
afskaffing	afskaffing
klag	klag
ondersteuningsprogram	ondersteuningsprogram
tale-leerareaverklaring	tale-leerareaverklaring
betaalstelsel	betaalstelsel
waardeur	waardeur
onwrikbaar	onwrikbare
meld	Meld
Olab-kaart	Olab-kaart
daardie	daardie
afhang	afhangende
stel	stel
regskoste	regskoste
0313377469	0313377469
koördinering	koördinering
stimuleer	stimuleer
administrateur	administrateur
Development	Development
laying-in	laying-in
bedeling	bedeling
gelid	gelid
diepsee-lisensie	diepsee-lisensie
sake-	sake-
betrekking	betrekkinge
poging	pogings
haar	haar
tropies	tropies
raadgewer	raadgewers
saak	sake
gesyferdheid	Gesyferdheid
geweldig	geweldige
behels	behels
Arthur	Arthur
vestig	gevestig
vereiste	vereistes
beplan	beplan
produsent	produsent
Acknowledgement	Acknowledgement
intellektueel	intellektuele
nie-nakoming	nie-nakoming
goed	goeie
sodanig	sodanig
nader	nader
testament	testamente
beampte	beamptes
daadwerklik	daadwerklik
ter	ter
gelykstaan	gelykstaan
VBOO	VBOO
staatsonderneming	staatsonderneming
beklemtoon	beklemtoon
prioriteit	prioriteite
1991	1991
maklik	maklik
verhoog	Verhoog
prosesseer	prosesseer
loodsprogram	Loodsprogramme
omdat	omdat
opwekking-	opwekking-
voortspruit	voortspruit
goede	goede
byna	byna
sfeer	sfeer
kragvoorsiening	kragvoorsiening
wetgewer	wetgewer
bowenal	Bowenal
monster	monster
vul	vul
gelykop	gelykop
inhou	inhou
krisis	krisis
posisionering	posisionering
onderwyser	Onderwysers
erflating	erflating
herinnering	herinnering
goed	Goed
meesterskantoor	meesterskantoor
trein	trein
registrasie-gedeelte	Registrasie-gedeelte
konsulaat	konsulaat
bestand	bestand
term	Terme
skryf	Geskrewe
daarom	daarom
CM2C	CM2C
veeldoelig	Veeldoelige
geografies	geografies
ontsluit	ontsluit
permit	permitte
vrees	vrese
pasiënt	pasiënt
wandaad	wandaad
vaartuig	vaartuig
blou	blou
veroorsaak	veroorsaak
intermediêr	Intermediêre
ampsbekleër	ampsbekleërs
ondervind	ondervind
wetenskap	wetenskappe
provinsie	provinsie
voltooi	voltooi
Japan	Japan
diskrimineer	diskrimineer
progressie	progressie
gesien	gesiene
strategies	Strategiese
meester	Meester
patentejoernaal	Patentejoernaal
ontmoeting	ontmoeting
koop	gekoopte
tronk	tronk
spyte	spyte
vrug	vrug
diagnosties	diagnosties
werkplek	werkplek
Afrika-taal	Afrika-taal
misbruik	misbruik
geografies	Geografiese
verbind	verbonde
feit	feite
streeks-	streeks-
tragies	tragies
voor	voor
vredesproses	vredesproses
oproepbeëindigingskoste	oproepbeëindigingskoste
rig	rig
uitmaak	uitgemaak
bok	bok
aktivis	aktiviste
leerdergerig	leerdergerigte
agterstand	agterstand
kontak	Kontak
wysiging	Wysiging
hersieningskonferensie	Hersieningskonferensie
aanslaan	aangeslaan
volledig	volledige
sal	sou
oortuig	oortuig
baie	mees
navorsing	navorsing
boot	boot
ooreenstemming	ooreenstemming
optel	optel
kwalifikasie	kwalifikasies
agro-prosessering	agro-prosessering
eerstens	eerstens
veeltalige	veeltalige
agterstand	agterstande
kwesbaarheid	kwesbaarheid
vigs	Vigs
batevoorsiening	batevoorsiening
vervat	vervat
groot	groot
het	gehad
sewe	sewe
tradisioneel	tradisioneel
inkomstedinamiekstudie	inkomstedinamiekstudie
MPCC	MPCC
liefs	liefs
kom	Kom
hierbenewens	hierbenewens
entstof	entstof
menseregte-	menseregte-
voetsoolvlak	voetsoolvlak
graankorrel	graankorrel
beheerbaar	beheerbaar
leerfase	leerfases
erg	ergste
wens	wens
Zimbabwe-samespreking	Zimbabwe-samespreking
ontwrigting	ontwrigtings
volgens	Volgens
bekendstel	bekendgestel
openbare-	openbare-
2007	2007
toerus	toerus
tans	tans
isiZulu	isiZulu
beleidsaksieplan	beleidsaksieplan
gemeenskapslid	gemeenskapslede
waartydens	waartydens
opvoeder	opvoeder
uitgawe	uitgawe
soms	soms
vel	vel
negatief	negatiewe
Save	Save
werk-	werk-
provinsiaal	Provinsiale
LBS	LBS
twee	Twee
erken	erkende
my	My
bevries	bevrore
glad	glad
registrasiesertifikaat	registrasiesertifikaat
opvoeder	Opvoeders
uitvoerindustrie	uitvoerindustrie
behaal	behaal
voorlopig	voorlopige
ten	Ten
venster	venstertjie
hou	Hou
Initiative	Initiative
sesmaandeliks	sesmaandelikse
terugvoering	terugvoering
hoof	hoof
elk	elke
gemeenskaplik	gemeenskaplik
